key,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Attend.,Arena,Notes
823,Wed Feb 8 2023,7:00p,Charlotte Hornets,,Washington Wizards,,,Capital One Arena,
824,Wed Feb 8 2023,7:30p,Philadelphia 76ers,,Boston Celtics,,,TD Garden,
825,Wed Feb 8 2023,7:30p,Indiana Pacers,,Miami Heat,,,FTX Arena,
826,Wed Feb 8 2023,7:30p,San Antonio Spurs,,Toronto Raptors,,,Scotiabank Arena,
827,Wed Feb 8 2023,8:00p,Sacramento Kings,,Houston Rockets,,,Toyota Center,
828,Wed Feb 8 2023,9:00p,Minnesota Timberwolves,,Utah Jazz,,,Vivint Arena,
829,Wed Feb 8 2023,10:00p,Dallas Mavericks,,Los Angeles Clippers,,,Crypto.com Arena,
830,Wed Feb 8 2023,10:00p,Golden State Warriors,,Portland Trail Blazers,,,Moda Center,
831,Thu Feb 9 2023,7:00p,Denver Nuggets,,Orlando Magic,,,Amway Center,
832,Thu Feb 9 2023,7:30p,Phoenix Suns,,Atlanta Hawks,,,State Farm Arena,
833,Thu Feb 9 2023,7:30p,Chicago Bulls,,Brooklyn Nets,,,Barclays Center,
834,Thu Feb 9 2023,10:00p,Milwaukee Bucks,,Los Angeles Lakers,,,Crypto.com Arena,
835,Fri Feb 10 2023,7:00p,San Antonio Spurs,,Detroit Pistons,,,Little Caesars Arena,
836,Fri Feb 10 2023,7:00p,Phoenix Suns,,Indiana Pacers,,,Gainbridge Fieldhouse,
837,Fri Feb 10 2023,7:00p,New York Knicks,,Philadelphia 76ers,,,Wells Fargo Center,
838,Fri Feb 10 2023,7:30p,Charlotte Hornets,,Boston Celtics,,,TD Garden,
839,Fri Feb 10 2023,7:30p,Utah Jazz,,Toronto Raptors,,,Scotiabank Arena,
840,Fri Feb 10 2023,8:00p,Minnesota Timberwolves,,Memphis Grizzlies,,,FedEx Forum,
841,Fri Feb 10 2023,8:00p,Houston Rockets,,Miami Heat,,,FTX Arena,
842,Fri Feb 10 2023,10:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,Smoothie King Center,
843,Fri Feb 10 2023,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,Moda Center,
844,Fri Feb 10 2023,10:00p,Dallas Mavericks,,Sacramento Kings,,,Golden 1 Center,
845,Fri Feb 10 2023,10:30p,Milwaukee Bucks,,Los Angeles Clippers,,,Crypto.com Arena,
846,Sat Feb 11 2023,6:00p,Philadelphia 76ers,,Brooklyn Nets,,,Barclays Center,
847,Sat Feb 11 2023,7:00p,Denver Nuggets,,Charlotte Hornets,,,Spectrum Center,
848,Sat Feb 11 2023,7:00p,Miami Heat,,Orlando Magic,,,Amway Center,
849,Sat Feb 11 2023,7:00p,Indiana Pacers,,Washington Wizards,,,Capital One Arena,
850,Sat Feb 11 2023,7:30p,San Antonio Spurs,,Atlanta Hawks,,,State Farm Arena,
851,Sat Feb 11 2023,7:30p,Utah Jazz,,New York Knicks,,,Madison Square Garden (IV),
852,Sat Feb 11 2023,8:00p,Chicago Bulls,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
853,Sat Feb 11 2023,8:30p,Los Angeles Lakers,,Golden State Warriors,,,Chase Center,
854,Sat Feb 11 2023,10:00p,Dallas Mavericks,,Sacramento Kings,,,Golden 1 Center,
855,Sun Feb 12 2023,2:00p,Memphis Grizzlies,,Boston Celtics,,,TD Garden,
856,Sun Feb 12 2023,3:00p,Detroit Pistons,,Toronto Raptors,,,Scotiabank Arena,
857,Mon Feb 13 2023,7:00p,Atlanta Hawks,,Charlotte Hornets,,,Spectrum Center,
858,Mon Feb 13 2023,7:00p,San Antonio Spurs,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
859,Mon Feb 13 2023,7:00p,Utah Jazz,,Indiana Pacers,,,Gainbridge Fieldhouse,
860,Mon Feb 13 2023,7:00p,Houston Rockets,,Philadelphia 76ers,,,Wells Fargo Center,
861,Mon Feb 13 2023,7:30p,Denver Nuggets,,Miami Heat,,,FTX Arena,
862,Mon Feb 13 2023,7:30p,Brooklyn Nets,,New York Knicks,,,Madison Square Garden (IV),
863,Mon Feb 13 2023,8:00p,Orlando Magic,,Chicago Bulls,,,United Center,
864,Mon Feb 13 2023,8:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,Paycom Center,
865,Mon Feb 13 2023,8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,American Airlines Center,
866,Mon Feb 13 2023,10:00p,Washington Wizards,,Golden State Warriors,,,Chase Center,
867,Mon Feb 13 2023,10:00p,Los Angeles Lakers,,Portland Trail Blazers,,,Moda Center,
868,Tue Feb 14 2023,7:30p,Boston Celtics,,Milwaukee Bucks,,,Fiserv Forum,
869,Tue Feb 14 2023,7:30p,Orlando Magic,,Toronto Raptors,,,Scotiabank Arena,
870,Tue Feb 14 2023,9:00p,Sacramento Kings,,Phoenix Suns,,,Footprint Center,
871,Tue Feb 14 2023,10:00p,Golden State Warriors,,Los Angeles Clippers,,,Crypto.com Arena,
872,Tue Feb 14 2023,10:00p,Washington Wizards,,Portland Trail Blazers,,,Moda Center,
873,Wed Feb 15 2023,7:00p,San Antonio Spurs,,Charlotte Hornets,,,Spectrum Center,
874,Wed Feb 15 2023,7:00p,Chicago Bulls,,Indiana Pacers,,,Gainbridge Fieldhouse,
875,Wed Feb 15 2023,7:00p,Cleveland Cavaliers,,Philadelphia 76ers,,,Wells Fargo Center,
876,Wed Feb 15 2023,7:30p,New York Knicks,,Atlanta Hawks,,,State Farm Arena,
877,Wed Feb 15 2023,7:30p,Detroit Pistons,,Boston Celtics,,,TD Garden,
878,Wed Feb 15 2023,7:30p,Miami Heat,,Brooklyn Nets,,,Barclays Center,
879,Wed Feb 15 2023,8:00p,Utah Jazz,,Memphis Grizzlies,,,FedEx Forum,
880,Wed Feb 15 2023,8:00p,Houston Rockets,,Oklahoma City Thunder,,,Paycom Center,
881,Wed Feb 15 2023,9:00p,Dallas Mavericks,,Denver Nuggets,,,Ball Arena,
882,Wed Feb 15 2023,10:00p,New Orleans Pelicans,,Los Angeles Lakers,,,Crypto.com Arena,
883,Thu Feb 16 2023,7:30p,Milwaukee Bucks,,Chicago Bulls,,,United Center,
884,Thu Feb 16 2023,8:00p,Washington Wizards,,Minnesota Timberwolves,,,Target Center,
885,Thu Feb 16 2023,10:00p,Los Angeles Clippers,,Phoenix Suns,,,Footprint Center,
886,Thu Feb 23 2023,7:00p,Denver Nuggets,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
887,Thu Feb 23 2023,7:00p,Boston Celtics,,Indiana Pacers,,,Gainbridge Fieldhouse,
888,Thu Feb 23 2023,7:00p,Detroit Pistons,,Orlando Magic,,,Amway Center,
889,Thu Feb 23 2023,7:30p,Memphis Grizzlies,,Philadelphia 76ers,,,Wells Fargo Center,
890,Thu Feb 23 2023,7:30p,New Orleans Pelicans,,Toronto Raptors,,,Scotiabank Arena,
891,Thu Feb 23 2023,8:30p,San Antonio Spurs,,Dallas Mavericks,,,American Airlines Center,
892,Thu Feb 23 2023,9:00p,Oklahoma City Thunder,,Utah Jazz,,,Vivint Arena,
893,Thu Feb 23 2023,10:00p,Golden State Warriors,,Los Angeles Lakers,,,Crypto.com Arena,
894,Thu Feb 23 2023,10:00p,Portland Trail Blazers,,Sacramento Kings,,,Golden 1 Center,
895,Fri Feb 24 2023,7:00p,New York Knicks,,Washington Wizards,,,Capital One Arena,
896,Fri Feb 24 2023,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,State Farm Arena,
897,Fri Feb 24 2023,7:30p,Miami Heat,,Milwaukee Bucks,,,Fiserv Forum,
898,Fri Feb 24 2023,8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,Target Center,
899,Fri Feb 24 2023,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,Footprint Center,
900,Fri Feb 24 2023,10:00p,Brooklyn Nets,,Chicago Bulls,,,United Center,
901,Fri Feb 24 2023,10:00p,Houston Rockets,,Golden State Warriors,,,Chase Center,
902,Fri Feb 24 2023,10:30p,Sacramento Kings,,Los Angeles Clippers,,,Crypto.com Arena,
903,Sat Feb 25 2023,12:00p,Toronto Raptors,,Detroit Pistons,,,Little Caesars Arena,
904,Sat Feb 25 2023,7:00p,Miami Heat,,Charlotte Hornets,,,Spectrum Center,
905,Sat Feb 25 2023,7:00p,Indiana Pacers,,Orlando Magic,,,Amway Center,
906,Sat Feb 25 2023,7:30p,New Orleans Pelicans,,New York Knicks,,,Madison Square Garden (IV),
907,Sat Feb 25 2023,8:00p,Denver Nuggets,,Memphis Grizzlies,,,FedEx Forum,
908,Sat Feb 25 2023,8:30p,Boston Celtics,,Philadelphia 76ers,,,Wells Fargo Center,
909,Sat Feb 25 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,Vivint Arena,
910,Sun Feb 26 2023,1:00p,Phoenix Suns,,Milwaukee Bucks,,,Fiserv Forum,
911,Sun Feb 26 2023,3:00p,Brooklyn Nets,,Atlanta Hawks,,,State Farm Arena,
912,Sun Feb 26 2023,3:30p,Washington Wizards,,Chicago Bulls,,,United Center,
913,Sun Feb 26 2023,3:30p,Los Angeles Lakers,,Dallas Mavericks,,,American Airlines Center,
914,Sun Feb 26 2023,6:00p,Toronto Raptors,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
915,Sun Feb 26 2023,7:00p,Sacramento Kings,,Oklahoma City Thunder,,,Paycom Center,
916,Sun Feb 26 2023,7:30p,Minnesota Timberwolves,,Golden State Warriors,,,Chase Center,
917,Sun Feb 26 2023,9:00p,Houston Rockets,,Portland Trail Blazers,,,Moda Center,
918,Sun Feb 26 2023,10:00p,Los Angeles Clippers,,Denver Nuggets,,,Ball Arena,
919,Mon Feb 27 2023,7:00p,Detroit Pistons,,Charlotte Hornets,,,Spectrum Center,
920,Mon Feb 27 2023,7:00p,Miami Heat,,Philadelphia 76ers,,,Wells Fargo Center,
921,Mon Feb 27 2023,7:30p,Boston Celtics,,New York Knicks,,,Madison Square Garden (IV),
922,Mon Feb 27 2023,8:00p,Orlando Magic,,New Orleans Pelicans,,,Smoothie King Center,
923,Tue Feb 28 2023,7:30p,Washington Wizards,,Atlanta Hawks,,,State Farm Arena,
924,Tue Feb 28 2023,7:30p,Milwaukee Bucks,,Brooklyn Nets,,,Barclays Center,
925,Tue Feb 28 2023,7:30p,Chicago Bulls,,Toronto Raptors,,,Scotiabank Arena,
926,Tue Feb 28 2023,8:00p,Denver Nuggets,,Houston Rockets,,,Toyota Center,
927,Tue Feb 28 2023,8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,FedEx Forum,
928,Tue Feb 28 2023,8:00p,Sacramento Kings,,Oklahoma City Thunder,,,Paycom Center,
929,Tue Feb 28 2023,8:30p,Indiana Pacers,,Dallas Mavericks,,,American Airlines Center,
930,Tue Feb 28 2023,9:00p,San Antonio Spurs,,Utah Jazz,,,Vivint Arena,
931,Tue Feb 28 2023,10:00p,Portland Trail Blazers,,Golden State Warriors,,,Chase Center,
932,Tue Feb 28 2023,10:00p,Minnesota Timberwolves,,Los Angeles Clippers,,,Crypto.com Arena,
933,Wed Mar 1 2023,7:00p,Phoenix Suns,,Charlotte Hornets,,,Spectrum Center,
934,Wed Mar 1 2023,7:00p,Chicago Bulls,,Detroit Pistons,,,Little Caesars Arena,
935,Wed Mar 1 2023,7:30p,Cleveland Cavaliers,,Boston Celtics,,,TD Garden,
936,Wed Mar 1 2023,7:30p,Philadelphia 76ers,,Miami Heat,,,FTX Arena,
937,Wed Mar 1 2023,7:30p,Brooklyn Nets,,New York Knicks,,,Madison Square Garden (IV),
938,Wed Mar 1 2023,8:00p,Memphis Grizzlies,,Houston Rockets,,,Toyota Center,
939,Wed Mar 1 2023,8:00p,Orlando Magic,,Milwaukee Bucks,,,Fiserv Forum,
940,Wed Mar 1 2023,8:00p,Los Angeles Lakers,,Oklahoma City Thunder,,,Paycom Center,
941,Wed Mar 1 2023,10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,Moda Center,
942,Thu Mar 2 2023,7:00p,Toronto Raptors,,Washington Wizards,,,Capital One Arena,
943,Thu Mar 2 2023,7:30p,Philadelphia 76ers,,Dallas Mavericks,,,American Airlines Center,
944,Thu Mar 2 2023,8:30p,Indiana Pacers,,San Antonio Spurs,,,AT&T Center,
945,Thu Mar 2 2023,10:00p,Los Angeles Clippers,,Golden State Warriors,,,Chase Center,
946,Fri Mar 3 2023,7:00p,Orlando Magic,,Charlotte Hornets,,,Spectrum Center,
947,Fri Mar 3 2023,7:30p,Portland Trail Blazers,,Atlanta Hawks,,,State Farm Arena,
948,Fri Mar 3 2023,7:30p,Brooklyn Nets,,Boston Celtics,,,TD Garden,
949,Fri Mar 3 2023,8:00p,Phoenix Suns,,Chicago Bulls,,,United Center,
950,Fri Mar 3 2023,8:00p,New York Knicks,,Miami Heat,,,FTX Arena,
951,Fri Mar 3 2023,8:00p,Utah Jazz,,Oklahoma City Thunder,,,Paycom Center,
952,Fri Mar 3 2023,10:00p,Memphis Grizzlies,,Denver Nuggets,,,Ball Arena,
953,Fri Mar 3 2023,10:00p,New Orleans Pelicans,,Golden State Warriors,,,Chase Center,
954,Fri Mar 3 2023,10:00p,Los Angeles Clippers,,Sacramento Kings,,,Golden 1 Center,
955,Fri Mar 3 2023,10:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,Crypto.com Arena,
956,Sat Mar 4 2023,5:00p,Toronto Raptors,,Washington Wizards,,,Capital One Arena,
957,Sat Mar 4 2023,8:00p,Detroit Pistons,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
958,Sat Mar 4 2023,8:00p,Atlanta Hawks,,Miami Heat,,,FTX Arena,
959,Sat Mar 4 2023,8:00p,Houston Rockets,,San Antonio Spurs,,,AT&T Center,
960,Sat Mar 4 2023,8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,Fiserv Forum,
961,Sat Mar 4 2023,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,Golden 1 Center,
962,Sun Mar 5 2023,1:00p,Phoenix Suns,,Dallas Mavericks,,,American Airlines Center,
963,Sun Mar 5 2023,3:30p,Indiana Pacers,,Chicago Bulls,,,United Center,
964,Sun Mar 5 2023,3:30p,Golden State Warriors,,Los Angeles Lakers,,,Crypto.com Arena,
965,Sun Mar 5 2023,6:00p,Charlotte Hornets,,Brooklyn Nets,,,Barclays Center,
966,Sun Mar 5 2023,6:00p,Portland Trail Blazers,,Orlando Magic,,,Amway Center,
967,Sun Mar 5 2023,7:00p,San Antonio Spurs,,Houston Rockets,,,Toyota Center,
968,Sun Mar 5 2023,7:00p,Utah Jazz,,Oklahoma City Thunder,,,Paycom Center,
969,Sun Mar 5 2023,7:30p,New York Knicks,,Boston Celtics,,,TD Garden,
970,Sun Mar 5 2023,10:00p,Memphis Grizzlies,,Los Angeles Clippers,,,Crypto.com Arena,
971,Mon Mar 6 2023,7:00p,Boston Celtics,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
972,Mon Mar 6 2023,7:00p,Philadelphia 76ers,,Indiana Pacers,,,Gainbridge Fieldhouse,
973,Mon Mar 6 2023,7:00p,Milwaukee Bucks,,Washington Wizards,,,Capital One Arena,
974,Mon Mar 6 2023,7:30p,Atlanta Hawks,,Miami Heat,,,FTX Arena,
975,Mon Mar 6 2023,9:00p,Toronto Raptors,,Denver Nuggets,,,Ball Arena,
976,Mon Mar 6 2023,10:00p,New Orleans Pelicans,,Sacramento Kings,,,Golden 1 Center,
977,Tue Mar 7 2023,7:00p,Portland Trail Blazers,,Detroit Pistons,,,Little Caesars Arena,
978,Tue Mar 7 2023,7:00p,Milwaukee Bucks,,Orlando Magic,,,Amway Center,
979,Tue Mar 7 2023,7:30p,Philadelphia 76ers,,Minnesota Timberwolves,,,Target Center,
980,Tue Mar 7 2023,7:30p,Charlotte Hornets,,New York Knicks,,,Madison Square Garden (IV),
981,Tue Mar 7 2023,8:00p,Brooklyn Nets,,Houston Rockets,,,Toyota Center,
982,Tue Mar 7 2023,8:00p,Golden State Warriors,,Oklahoma City Thunder,,,Paycom Center,
983,Tue Mar 7 2023,8:30p,Utah Jazz,,Dallas Mavericks,,,American Airlines Center,
984,Tue Mar 7 2023,10:00p,Memphis Grizzlies,,Los Angeles Lakers,,,Crypto.com Arena,
985,Wed Mar 8 2023,7:00p,Atlanta Hawks,,Washington Wizards,,,Capital One Arena,
986,Wed Mar 8 2023,7:30p,Portland Trail Blazers,,Boston Celtics,,,TD Garden,
987,Wed Mar 8 2023,7:30p,Cleveland Cavaliers,,Miami Heat,,,FTX Arena,
988,Wed Mar 8 2023,7:30p,Dallas Mavericks,,New Orleans Pelicans,,,Smoothie King Center,
989,Wed Mar 8 2023,9:00p,Chicago Bulls,,Denver Nuggets,,,Ball Arena,
990,Wed Mar 8 2023,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,Footprint Center,
991,Wed Mar 8 2023,10:00p,Toronto Raptors,,Los Angeles Clippers,,,Crypto.com Arena,
992,Thu Mar 9 2023,7:00p,Charlotte Hornets,,Detroit Pistons,,,Little Caesars Arena,
993,Thu Mar 9 2023,7:00p,Houston Rockets,,Indiana Pacers,,,Gainbridge Fieldhouse,
994,Thu Mar 9 2023,7:00p,Utah Jazz,,Orlando Magic,,,Amway Center,
995,Thu Mar 9 2023,7:30p,Brooklyn Nets,,Milwaukee Bucks,,,Fiserv Forum,
996,Thu Mar 9 2023,10:00p,Golden State Warriors,,Memphis Grizzlies,,,FedEx Forum,
997,Thu Mar 9 2023,10:00p,New York Knicks,,Sacramento Kings,,,Golden 1 Center,
998,Fri Mar 10 2023,7:00p,Portland Trail Blazers,,Philadelphia 76ers,,,Wells Fargo Center,
999,Fri Mar 10 2023,7:00p,Atlanta Hawks,,Washington Wizards,,,Capital One Arena,
1000,Fri Mar 10 2023,8:00p,Cleveland Cavaliers,,Miami Heat,,,FTX Arena,
1001,Fri Mar 10 2023,8:00p,Brooklyn Nets,,Minnesota Timberwolves,,,Target Center,
1002,Fri Mar 10 2023,8:00p,Denver Nuggets,,San Antonio Spurs,,,AT&T Center,
1003,Fri Mar 10 2023,10:30p,Toronto Raptors,,Los Angeles Lakers,,,Crypto.com Arena,
1004,Sat Mar 11 2023,4:00p,New York Knicks,,Los Angeles Clippers,,,Crypto.com Arena,
1005,Sat Mar 11 2023,7:00p,Utah Jazz,,Charlotte Hornets,,,Spectrum Center,
1006,Sat Mar 11 2023,7:00p,Indiana Pacers,,Detroit Pistons,,,Little Caesars Arena,
1007,Sat Mar 11 2023,7:00p,Miami Heat,,Orlando Magic,,,Amway Center,
1008,Sat Mar 11 2023,7:30p,Boston Celtics,,Atlanta Hawks,,,State Farm Arena,
1009,Sat Mar 11 2023,8:00p,Chicago Bulls,,Houston Rockets,,,Toyota Center,
1010,Sat Mar 11 2023,8:00p,Dallas Mavericks,,Memphis Grizzlies,,,FedEx Forum,
1011,Sat Mar 11 2023,8:30p,Milwaukee Bucks,,Golden State Warriors,,,Chase Center,
1012,Sat Mar 11 2023,8:30p,Oklahoma City Thunder,,New Orleans Pelicans,,,Smoothie King Center,
1013,Sat Mar 11 2023,10:00p,Sacramento Kings,,Phoenix Suns,,,Footprint Center,
1014,Sun Mar 12 2023,3:30p,Brooklyn Nets,,Denver Nuggets,,,Ball Arena,
1015,Sun Mar 12 2023,5:00p,Cleveland Cavaliers,,Charlotte Hornets,,,Spectrum Center,
1016,Sun Mar 12 2023,6:00p,Washington Wizards,,Philadelphia 76ers,,,Wells Fargo Center,
1017,Sun Mar 12 2023,7:00p,Portland Trail Blazers,,New Orleans Pelicans,,,Smoothie King Center,
1018,Sun Mar 12 2023,7:00p,Oklahoma City Thunder,,San Antonio Spurs,,,AT&T Center,
1019,Sun Mar 12 2023,9:00p,New York Knicks,,Los Angeles Lakers,,,Crypto.com Arena,
1020,Mon Mar 13 2023,7:00p,Indiana Pacers,,Detroit Pistons,,,Little Caesars Arena,
1021,Mon Mar 13 2023,7:30p,Minnesota Timberwolves,,Atlanta Hawks,,,State Farm Arena,
1022,Mon Mar 13 2023,7:30p,Memphis Grizzlies,,Dallas Mavericks,,,American Airlines Center,
1023,Mon Mar 13 2023,7:30p,Utah Jazz,,Miami Heat,,,FTX Arena,
1024,Mon Mar 13 2023,8:00p,Boston Celtics,,Houston Rockets,,,Toyota Center,
1025,Mon Mar 13 2023,10:00p,Phoenix Suns,,Golden State Warriors,,,Chase Center,
1026,Mon Mar 13 2023,10:00p,Milwaukee Bucks,,Sacramento Kings,,,Golden 1 Center,
1027,Tue Mar 14 2023,7:00p,Cleveland Cavaliers,,Charlotte Hornets,,,Spectrum Center,
1028,Tue Mar 14 2023,7:00p,Detroit Pistons,,Washington Wizards,,,Capital One Arena,
1029,Tue Mar 14 2023,7:30p,Denver Nuggets,,Toronto Raptors,,,Scotiabank Arena,
1030,Tue Mar 14 2023,8:00p,Los Angeles Lakers,,New Orleans Pelicans,,,Smoothie King Center,
1031,Tue Mar 14 2023,8:00p,Brooklyn Nets,,Oklahoma City Thunder,,,Paycom Center,
1032,Tue Mar 14 2023,8:00p,Orlando Magic,,San Antonio Spurs,,,AT&T Center,
1033,Tue Mar 14 2023,10:00p,Milwaukee Bucks,,Phoenix Suns,,,Footprint Center,
1034,Tue Mar 14 2023,10:00p,New York Knicks,,Portland Trail Blazers,,,Moda Center,
1035,Wed Mar 15 2023,7:30p,Philadelphia 76ers,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
1036,Wed Mar 15 2023,7:30p,Memphis Grizzlies,,Miami Heat,,,FTX Arena,
1037,Wed Mar 15 2023,8:00p,Sacramento Kings,,Chicago Bulls,,,United Center,
1038,Wed Mar 15 2023,8:00p,Los Angeles Lakers,,Houston Rockets,,,Toyota Center,
1039,Wed Mar 15 2023,8:00p,Boston Celtics,,Minnesota Timberwolves,,,Target Center,
1040,Wed Mar 15 2023,8:30p,Dallas Mavericks,,San Antonio Spurs,,,AT&T Center,
1041,Wed Mar 15 2023,10:00p,Golden State Warriors,,Los Angeles Clippers,,,Crypto.com Arena,
1042,Thu Mar 16 2023,7:00p,Denver Nuggets,,Detroit Pistons,,,Little Caesars Arena,
1043,Thu Mar 16 2023,7:30p,Sacramento Kings,,Brooklyn Nets,,,Barclays Center,
1044,Thu Mar 16 2023,7:30p,Oklahoma City Thunder,,Toronto Raptors,,,Scotiabank Arena,
1045,Thu Mar 16 2023,8:00p,Indiana Pacers,,Milwaukee Bucks,,,Fiserv Forum,
1046,Thu Mar 16 2023,10:00p,Orlando Magic,,Phoenix Suns,,,Footprint Center,
1047,Fri Mar 17 2023,7:00p,Philadelphia 76ers,,Charlotte Hornets,,,Spectrum Center,
1048,Fri Mar 17 2023,7:30p,Golden State Warriors,,Atlanta Hawks,,,State Farm Arena,
1049,Fri Mar 17 2023,7:30p,Washington Wizards,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
1050,Fri Mar 17 2023,8:00p,Minnesota Timberwolves,,Chicago Bulls,,,United Center,
1051,Fri Mar 17 2023,8:00p,New Orleans Pelicans,,Houston Rockets,,,Toyota Center,
1052,Fri Mar 17 2023,8:00p,Memphis Grizzlies,,San Antonio Spurs,,,AT&T Center,
1053,Fri Mar 17 2023,10:00p,Boston Celtics,,Portland Trail Blazers,,,Moda Center,
1054,Fri Mar 17 2023,10:30p,Dallas Mavericks,,Los Angeles Lakers,,,Crypto.com Arena,
1055,Sat Mar 18 2023,1:00p,Denver Nuggets,,New York Knicks,,,Madison Square Garden (IV),
1056,Sat Mar 18 2023,3:00p,Orlando Magic,,Los Angeles Clippers,,,Crypto.com Arena,
1057,Sat Mar 18 2023,7:00p,Philadelphia 76ers,,Indiana Pacers,,,Gainbridge Fieldhouse,
1058,Sat Mar 18 2023,7:00p,Minnesota Timberwolves,,Toronto Raptors,,,Scotiabank Arena,
1059,Sat Mar 18 2023,8:00p,Miami Heat,,Chicago Bulls,,,United Center,
1060,Sat Mar 18 2023,8:00p,Golden State Warriors,,Memphis Grizzlies,,,FedEx Forum,
1061,Sat Mar 18 2023,8:00p,Sacramento Kings,,Washington Wizards,,,Capital One Arena,
1062,Sat Mar 18 2023,9:00p,Boston Celtics,,Utah Jazz,,,Vivint Arena,
1063,Sun Mar 19 2023,3:30p,Denver Nuggets,,Brooklyn Nets,,,Barclays Center,
1064,Sun Mar 19 2023,3:30p,Phoenix Suns,,Oklahoma City Thunder,,,Paycom Center,
1065,Sun Mar 19 2023,4:00p,Atlanta Hawks,,San Antonio Spurs,,,AT&T Center,
1066,Sun Mar 19 2023,6:00p,Miami Heat,,Detroit Pistons,,,Little Caesars Arena,
1067,Sun Mar 19 2023,7:00p,New Orleans Pelicans,,Houston Rockets,,,Toyota Center,
1068,Sun Mar 19 2023,8:00p,Toronto Raptors,,Milwaukee Bucks,,,Fiserv Forum,
1069,Sun Mar 19 2023,9:00p,Los Angeles Clippers,,Portland Trail Blazers,,,Moda Center,
1070,Sun Mar 19 2023,9:30p,Orlando Magic,,Los Angeles Lakers,,,Crypto.com Arena,
1071,Mon Mar 20 2023,7:00p,Indiana Pacers,,Charlotte Hornets,,,Spectrum Center,
1072,Mon Mar 20 2023,7:00p,Chicago Bulls,,Philadelphia 76ers,,,Wells Fargo Center,
1073,Mon Mar 20 2023,7:30p,Minnesota Timberwolves,,New York Knicks,,,Madison Square Garden (IV),
1074,Mon Mar 20 2023,8:00p,Golden State Warriors,,Houston Rockets,,,Toyota Center,
1075,Mon Mar 20 2023,8:00p,Dallas Mavericks,,Memphis Grizzlies,,,FedEx Forum,
1076,Mon Mar 20 2023,9:00p,Sacramento Kings,,Utah Jazz,,,Vivint Arena,
1077,Tue Mar 21 2023,7:00p,Washington Wizards,,Orlando Magic,,,Amway Center,
1078,Tue Mar 21 2023,7:30p,Detroit Pistons,,Atlanta Hawks,,,State Farm Arena,
1079,Tue Mar 21 2023,7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,Barclays Center,
1080,Tue Mar 21 2023,8:00p,San Antonio Spurs,,New Orleans Pelicans,,,Smoothie King Center,
1081,Tue Mar 21 2023,10:00p,Boston Celtics,,Sacramento Kings,,,Golden 1 Center,
1082,Tue Mar 21 2023,10:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,Crypto.com Arena,
1083,Wed Mar 22 2023,7:00p,Denver Nuggets,,Washington Wizards,,,Capital One Arena,
1084,Wed Mar 22 2023,7:30p,Golden State Warriors,,Dallas Mavericks,,,American Airlines Center,
1085,Wed Mar 22 2023,7:30p,New York Knicks,,Miami Heat,,,FTX Arena,
1086,Wed Mar 22 2023,7:30p,Indiana Pacers,,Toronto Raptors,,,Scotiabank Arena,
1087,Wed Mar 22 2023,8:00p,Philadelphia 76ers,,Chicago Bulls,,,United Center,
1088,Wed Mar 22 2023,8:00p,Houston Rockets,,Memphis Grizzlies,,,FedEx Forum,
1089,Wed Mar 22 2023,8:00p,San Antonio Spurs,,Milwaukee Bucks,,,Fiserv Forum,
1090,Wed Mar 22 2023,8:00p,Atlanta Hawks,,Minnesota Timberwolves,,,Target Center,
1091,Wed Mar 22 2023,9:00p,Portland Trail Blazers,,Utah Jazz,,,Vivint Arena,
1092,Wed Mar 22 2023,10:00p,Phoenix Suns,,Los Angeles Lakers,,,Crypto.com Arena,
1093,Thu Mar 23 2023,7:00p,New York Knicks,,Orlando Magic,,,Amway Center,
1094,Thu Mar 23 2023,7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,Barclays Center,
1095,Thu Mar 23 2023,8:00p,Charlotte Hornets,,New Orleans Pelicans,,,Smoothie King Center,
1096,Thu Mar 23 2023,10:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,Crypto.com Arena,
